module,type,name,res_id,src,value,comments
auth_signup,code,addons/auth_signup/controllers/main.py,137,Authentication Failed.,Authentication Failed.,
auth_signup,model_terms,"ir.ui.view,arch_db",auth_signup.reset_password,Back to Login,Back to Login,
auth_signup,code,addons/auth_signup/models/res_users.py,199,Cannot send email: user %s has no email address.,Cannot send email: user %s has no email address.,
auth_signup,model_terms,"ir.ui.view,arch_db",auth_signup.res_users_view_form,Close,Close,
auth_signup,model,"ir.model,name",auth_signup.model_res_config_settings,Config Settings,Config Settings,
auth_signup,model_terms,"ir.ui.view,arch_db",auth_signup.reset_password,Confirm,Confirm,
auth_signup,model_terms,"ir.ui.view,arch_db",auth_signup.fields,Confirm Password,Confirm Password,
auth_signup,selection,"res.users,state",0,Confirmed,Confirmed,
auth_signup,model,"ir.model,name",auth_signup.model_res_partner,Contact,Contact,
auth_signup,code,addons/auth_signup/controllers/main.py,55,Could not create a new account.,Could not create a new account.,
auth_signup,code,addons/auth_signup/controllers/main.py,84,Could not reset your password,Could not reset your password,
auth_signup,model,"ir.model.fields,field_description",auth_signup.field_res_config_settings__auth_signup_uninvited,Customer Account,Customer Account,
auth_signup,model_terms,"ir.ui.view,arch_db",auth_signup.res_config_settings_view_form,Default Access Rights,Default Access Rights,
auth_signup,model_terms,"ir.ui.view,arch_db",auth_signup.login,Don't have an account?,Don't have an account?,
auth_signup,model,"ir.model.fields,field_description",auth_signup.field_res_config_settings__auth_signup_reset_password,Enable password reset from Login page,Enable password reset from Login page,
auth_signup,model_terms,"ir.ui.view,arch_db",auth_signup.res_config_settings_view_form,Enable password reset from Login page,Enable password reset from Login page,
auth_signup,selection,"res.config.settings,auth_signup_uninvited",0,Free sign up,Free sign up,
auth_signup,model,"ir.model,name",auth_signup.model_ir_http,HTTP Routing,HTTP Routing,
auth_signup,code,addons/auth_signup/controllers/main.py,115,Invalid signup token,Invalid signup token,
auth_signup,model_terms,"ir.ui.view,arch_db",auth_signup.res_config_settings_view_form,Let your customers log in to see their documents,Let your customers log in to see their documents,
auth_signup,selection,"res.users,state",0,Never Connected,Never Connected,
auth_signup,code,addons/auth_signup/controllers/main.py,75,No login provided.,No login provided.,
auth_signup,selection,"res.config.settings,auth_signup_uninvited",0,On invitation,On invitation,
auth_signup,model_terms,"ir.ui.view,arch_db",auth_signup.fields,Password,Password,
auth_signup,model_terms,"ir.ui.view,arch_db",auth_signup.res_config_settings_view_form,Password Reset,Password Reset,
auth_signup,model,"mail.template,subject",auth_signup.reset_password_email,Password reset,Password reset,
auth_signup,code,addons/auth_signup/controllers/main.py,125,Passwords do not match; please retype them.,Passwords do not match; please retype them.,
auth_signup,model_terms,"ir.ui.view,arch_db",auth_signup.login,Reset Password,Reset Password,
auth_signup,code,addons/auth_signup/models/res_users.py,163,Reset password: invalid username or email,Reset password: invalid username or email,
auth_signup,model_terms,"ir.ui.view,arch_db",auth_signup.res_users_view_form,Send Reset Password Instructions,Send Reset Password Instructions,
auth_signup,model_terms,"ir.ui.view,arch_db",auth_signup.res_users_view_form,Send an Invitation Email,Send an Invitation Email,
auth_signup,model_terms,"ir.ui.view,arch_db",auth_signup.signup,Sign up,Sign up,
auth_signup,model,"ir.model.fields,field_description",auth_signup.field_res_partner__signup_expiration,Signup Expiration,Signup Expiration,
auth_signup,model,"ir.model.fields,field_description",auth_signup.field_res_users__signup_expiration,Signup Expiration,Signup Expiration,
auth_signup,model,"ir.model.fields,field_description",auth_signup.field_res_partner__signup_token,Signup Token,Signup Token,
auth_signup,model,"ir.model.fields,field_description",auth_signup.field_res_users__signup_token,Signup Token,Signup Token,
auth_signup,model,"ir.model.fields,field_description",auth_signup.field_res_partner__signup_type,Signup Token Type,Signup Token Type,
